Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
MF.45+11blo64+169+CII+F4/80+.Lv#3,MF.11blo+64+169+.Calb.8h.Lv#1,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_A08,A08,Jigar Desai,Batch29,10204949,6457770,63.28,12507,23931,58.38318518,61.60759415,18.88729498,
MF.45+11blo64+169+CII+F4/80+.Lv#4,MF.11blo+64+169+.Calb.8h.Lv#2,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_B08,B08,Jigar Desai,Batch29,10150615,6372453,62.78,12020,24582,56.05164977,59.33889259,19.20651349,
MF.45+11blo64+169+CII+F4/80+.Lv#1,MF.11blo+64+169+.Lv#1,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,none,Lionakis,none,none,none,000008530769_G07,G07,Jigar Desai,Batch29,15071096,9217489,61.16,12695,22030,60.43126546,64.21062928,18.22663389,
MF.45+11blo64+169+CII+F4/80+.Lv#2,MF.11blo+64+169+.Lv#2,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,none,Lionakis,none,none,none,000008530769_H07,H07,Jigar Desai,Batch29,11838775,7601815,64.21,12538,23427,59.31572642,62.17332322,18.21286048,
MF.CD45lo11b.CNS#5,MF.45lo.Calb.48h.CNS#1,Macrophage,Brain,CD45lo CD11b+,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_E07,E07,Jigar Desai,Batch29,13356134,8855708,66.3,11969,21764,59.90485436,62.98017681,18.13208787,
MF.CD45lo11b.CNS#6,MF.45lo.Calb.48h.CNS#2,Macrophage,Brain,CD45lo CD11b+,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_F07,F07,Jigar Desai,Batch29,13145866,8752335,66.58,12030,22280,60.15196509,63.66304502,18.48800989,
MF.CD45lo11b.CNS#3,MF.45lo.Calb.8h.CNS#1,Macrophage,Brain,CD45lo CD11b+,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_C07,C07,Jigar Desai,Batch29,13304696,8716514,65.51,12031,22314,58.86110913,62.0392924,18.20900356,
MF.CD45lo11b.CNS#4,MF.45lo.Calb.8h.CNS#2,Macrophage,Brain,CD45lo CD11b+,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_D07,D07,Jigar Desai,Batch29,7887905,5122312,64.94,10716,20301,54.52951802,57.40687481,19.23366548,
MF.CD45lo11b.CNS#1,MF.45lo.CNS#1,Macrophage,Brain,CD45lo CD11b+,none,Lionakis,none,none,none,000008530769_A07,A07,Jigar Desai,Batch29,11333950,7321180,64.6,11520,21371,57.67979979,60.48523942,18.57597936,
MF.CD45lo11b.CNS#2,MF.45lo.CNS#2,Macrophage,Brain,CD45lo CD11b+,none,Lionakis,none,none,none,000008530769_B07,B07,Jigar Desai,Batch29,16035489,10024842,62.52,12199,21184,60.50444132,63.70993057,18.03697999,
MF.CD45+11b+MHCII+F4/80hi.Kd#5,MF.6G-480hi.Calb.48h.Kd#1,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_G06,G06,Jigar Desai,Batch29,13492320,8831796,65.46,11424,20885,61.33391903,65.7241901,19.04094159,
MF.CD45+11b+MHCII+F4/80hi.Kd#6,MF.6G-480hi.Calb.48h.Kd#2,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_H06,H06,Jigar Desai,Batch29,10575230,6767731,64,10419,18626,55.88663971,59.62192821,20.80658723,
MF.CD45+11b+MHCII+F4/80hi.Kd#3,MF.6G-480hi.Calb.8h.Kd#1,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_E06,E06,Jigar Desai,Batch29,12269507,7804569,63.61,11814,23361,58.6386869,62.70247438,18.90984631,
MF.CD45+11b+MHCII+F4/80hi.Kd#4,MF.6G-480hi.Calb.8h.Kd#2,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_F06,F06,Jigar Desai,Batch29,11291962,7229942,64.03,11574,20692,57.065545,60.35920775,19.32995569,
MF.CD45+11b+MHCII+F4/80hi.Kd#1,MF.6G-480hi.Kd#1,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,none,Lionakis,none,none,none,000008530769_C06,C06,Jigar Desai,Batch29,13513354,8992842,66.55,11649,19211,59.95223661,63.90735628,18.39684348,
MF.CD45+11b+MHCII+F4/80hi.Kd#2,MF.6G-480hi.Kd#2,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,none,Lionakis,none,none,none,000008530769_D06,D06,Jigar Desai,Batch29,8263670,4789175,57.95,10504,19230,52.7152303,54.97642685,19.55000572,
MF.B220-MHCIIint11bloF4/80hi.Sp#5,MF.B220-IIint+11blo+480hi.Calb.48h.Sp#1,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_A09,A09,Jigar Desai,Batch29,10727484,7277633,67.84,12165,21808,59.77409403,63.57263238,18.98307248,Contamination Analysis
MF.B220-MHCIIint11bloF4/80hi.Sp#6,MF.B220-IIint+11blo+480hi.Calb.48h.Sp#2,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_B09,B09,Jigar Desai,Batch29,11146072,7546180,67.7,11117,21117,59.21935134,63.5637545,19.95289139,Single replicate
MF.B220-MHCIIint11bloF4/80hi.Sp#3,MF.B220-IIint+11blo+480hi.Calb.8h.Sp#1,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_G08,G08,Jigar Desai,Batch29,13467256,8641498,64.17,12988,24118,60.14820767,63.1950196,17.99837902,Contamination Analysis
MF.B220-MHCIIint11bloF4/80hi.Sp#4,MF.B220-IIint+11blo+480hi.Calb.8h.Sp#2,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,8h post-infection (C. albicans),Lionakis,none,none,none,000008530769_H08,H08,Jigar Desai,Batch29,9981079,6484161,64.96,11737,21079,57.40040421,60.77379731,19.20913807,Contamination Analysis
MF.B220-MHCIIint11bloF4/80hi.Sp#1,MF.B220-IIint+11blo+480hi.Sp#1,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,none,Lionakis,none,none,none,000008530769_E08,E08,Jigar Desai,Batch29,10807480,6478914,59.95,12615,22420,57.43969996,60.3729373,18.2242941,Contamination Analysis
MF.B220-MHCIIint11bloF4/80hi.Sp#2,MF.B220-IIint+11blo+480hi.Sp#2,Macrophage,Spleen,B220- MHCII(int) CD11blo F4/80hi,none,Lionakis,none,none,none,000008530769_F08,F08,Jigar Desai,Batch29,11778636,6813658,57.85,12656,26037,56.70269974,59.57462392,18.43263837,Contamination Analysis
MF.ICAM2+F4/80+.PC#1,MF.PC#01,Macrophage,Peritoneal Cavity,ICAM2+ F4/80+,none,Lionakis,none,none,none,000008530769_C09,C09,Jigar Desai,Batch29,10136400,6372344,62.87,10421,18603,54.89222671,58.0887657,20.29177591,
MF.ICAM2+F4/80+.PC#2,MF.PC#02,Macrophage,Peritoneal Cavity,ICAM2+ F4/80+,none,Lionakis,none,none,none,000008530769_D09,D09,Jigar Desai,Batch29,7819760,4736983,60.58,9850,17538,53.222679,55.80771352,20.54178845,
DC.CD103+.LI#1,DC.103+11b-.LI#1,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F11,F11,Barbara Maier,Batch22,7207610,4500657,62.44,12787,31360,26.51591886,24.00141221,14.52429421,TIN Median <45
DC.CD103+.LI#2,DC.103+11b-.LI#2,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G11,G11,Barbara Maier,Batch22,6998022,4346227,62.11,12497,29954,28.28274082,26.15478567,15.03388918,TIN Median <45
DC.CD103+.LI#3,DC.103+11b-.LI#3,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H11,H11,Barbara Maier,Batch22,7904780,5043240,63.8,13294,30699,29.91743609,28.21745839,15.32252101,TIN Median <45
DC.CD103+CD11b+.LI#1,DC.103+11b+.LI#1,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A12,A12,Barbara Maier,Batch22,184786,56782,30.73,8,,0.53685113,0,1.554256091,Total read pairs (<2million)
DC.CD103+CD11b+.LI#2,DC.103+11b+.LI#2,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B12,B12,Barbara Maier,Batch22,259203,61493,23.72,11,,1.260289845,0,5.792917814,Total read pairs (<2million)
DC.CD103+CD11b+.LI#3,DC.103+11b+.LI#3,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C12,C12,Barbara Maier,Batch22,2975612,1631967,54.84,7985,16511,24.15089724,21.34357062,15.11474484,Num_genes>10 reads(<8000)
DC.103+CD11b+.SI#1,DC.103+11b+.SI#1,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,None,none,SSF-2003_E10,E10,Barbara Maier,Batch22,2468785,1366979,55.37,6257,16134,17.36861892,13.5592321,15.17852111,Num_genes>10 reads(<8000)
DC.103+CD11b+.SI#2,DC.103+11b+.SI#2,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,None,none,SSF-2003_F10,F10,Barbara Maier,Batch22,2941879,1487732,50.57,6298,17222,18.2184984,14.5431796,15.15264838,Num_genes>10 reads(<8000)
DC.103+CD11b+.SI#3,DC.103+11b+.SI#3,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103+CD11b+,none,Merad,none,None,none,SSF-2003_G10,G10,Barbara Maier,Batch22,4017524,2109963,52.52,7861,20785,19.13948298,16.07384083,14.75575426,Num_genes>10 reads(<8000)
DC.103+.LuLN#1,DC.103+11b-LuLN#1,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H07,H07,Barbara Maier,Batch22,6801190,4026297,59.2,10048,31406,17.83752268,14.96358457,12.42173685,TIN Median <45
DC.103+.LuLN#2,DC.103+11b-LuLN#2,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A08,A08,Barbara Maier,Batch22,6328035,3871107,61.17,10072,31038,18.91291131,16.0229595,13.03378529,TIN Median <45
DC.103+.LuLN#3,DC.103+11b-LuLN#3,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B08,B08,Barbara Maier,Batch22,6657517,4114472,61.8,11046,30234,22.06773005,19.06598039,14.32860792,TIN Median <45
DC.103+.Lu#1,DC.103+11b-siglecF-.Lu#1,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B07,B07,Barbara Maier,Batch22,5427133,3061010,56.4,8630,29208,18.63858223,16.08677572,12.95371699,TIN Median <45
DC.103+.Lu#2,DC.103+11b-siglecF-.Lu#2,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C07,C07,Barbara Maier,Batch22,6773375,4193026,61.9,11404,31252,21.52922699,19.1037149,13.66287786,TIN Median <45
DC.103+.Lu#3,DC.103+11b-siglecF-.Lu#3,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D07,D07,Barbara Maier,Batch22,5053002,2981510,59,8768,29191,20.87917202,18.23634937,14.15765135,TIN Median <45
DC.103+.Lu#4,DC.103+11b-siglecF-.Lu#4,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,none,Merad,none,"magnetic DC enrichment, negative selection",none,000008555669_F05,F05,Barbara Maier,Batch43,12306340,7699902,62.57,11285,22133,51.37642821,53.32145399,19.94829945,
DC.103+.Lu#5,DC.103+11b-siglecF-.Lu#5,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,none,Merad,none,"magnetic DC enrichment, negative selection",none,000008555669_G05,G05,Barbara Maier,Batch43,13386914,9138902,68.27,11754,19699,57.85656858,60.9661047,19.00714353,
DC.103+.Lu#6,DC.103+11b-siglecF-.Lu#6,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,none,Merad,none,"magnetic DC enrichment, negative selection",none,000008555669_H05,H05,Barbara Maier,Batch43,17055394,12106601,70.98,12307,20502,61.8513135,65.88126382,18.50618096,
DC.CD11b+.LI#1,DC.103-11b+.LI#1,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103-CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D12,D12,Barbara Maier,Batch22,1166330,483527,41.46,3968,,13.91317858,9.818067871,13.74681806,Total read pairs (<2million)
DC.CD11b+.LI#2,DC.103-11b+.LI#2,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103-CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E12,E12,Barbara Maier,Batch22,4185586,2405356,57.47,8635,25981,20.29711257,17.3095892,13.41575009,TIN Median <45
DC.CD11b+.LI#3,DC.103-11b+.LI#3,Dendritic Cell,Large Intestine,CD45+ MHCII+ CD11c+/loCD64-CD103-CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F12,F12,Barbara Maier,Batch22,2999311,1636640,54.57,8559,13380,27.25397086,24.06746766,16.71299858,TIN Median <45
DC.11b+.LuLN#1,DC.103-11b+.LuLN#1,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C08,C08,Barbara Maier,Batch22,7462481,4415416,59.17,11335,31322,21.01584527,18.15605371,13.9205214,TIN Median <45
DC.11b+.LuLN#2,DC.103-11b+.LuLN#2,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D08,D08,Barbara Maier,Batch22,5806148,3513831,60.52,9585,30558,19.7525049,16.88613209,13.38827496,TIN Median <45
DC.11b+.LuLN#3,DC.103-11b+.LuLN#3,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E08,E08,Barbara Maier,Batch22,7167552,4366558,60.92,11142,32086,21.21507851,18.5287855,13.4843124,TIN Median <45
DC.CD11b+.SI#1,DC.103-11b+.SI#1,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,none,None,none,SSF-2003_H10,H10,Barbara Maier,Batch22,847468,499245,58.91,2878,,12.09546917,6.82270805,14.82935724,Total read pairs (<2million)
DC.CD11b+.SI#2,DC.103-11b+.SI#2,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,none,None,none,SSF-2003_A11,A11,Barbara Maier,Batch22,1410231,617832,43.81,5240,,14.06872561,10.64119283,12.73300994,Total read pairs (<2million)
DC.CD11b+.SI#3,DC.103-11b+.SI#3,Dendritic Cell,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,none,None,none,SSF-2003_B11,B11,Barbara Maier,Batch22,3454149,2159210,62.51,8503,19376,19.76642683,16.80451386,14.42076835,Single replicate
DC.11b+.Lu#1,DC.103-11b+siglecF-.Lu#1,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E07,E07,Barbara Maier,Batch22,57107,36658,64.19,33,,5.894646673,1.564156056,10.4631548,Total read pairs (<2million)
DC.11b+.Lu#2,DC.103-11b+siglecF-.Lu#2,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F07,F07,Barbara Maier,Batch22,5270875,3257113,61.79,9054,30192,18.63503709,15.93868417,12.86121076,TIN Median <45
DC.11b+.Lu#3,DC.103-11b+siglecF-.Lu#3,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G07,G07,Barbara Maier,Batch22,9331775,5716834,61.26,13010,33992,20.79736138,18.2755353,12.96350859,TIN Median <45
DC.11b+.Lu#4,DC.103-11b+siglecF-.Lu#4,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,,Merad,none,"magnetic DC enrichment, negative selection",,000008555669_A06,A06,Barbara Maier,Batch43,11696566,7173736,61.33,11289,22449,51.9554343,54.2298537,19.76851697,
DC.11b+.Lu#5,DC.103-11b+siglecF-.Lu#5,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,,Merad,none,"magnetic DC enrichment, negative selection",,000008555669_B06,B06,Barbara Maier,Batch43,16663551,11239030,67.45,12541,21162,60.28937438,63.44442993,18.41204528,
DC.11b+.Lu#6,DC.103-11b+siglecF-.Lu#6,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,,Merad,none,"magnetic DC enrichment, negative selection",,000008555669_C06,C06,Barbara Maier,Batch43,14305374,9199021,64.3,11738,22651,54.49466113,56.31766013,19.98727684,
DC.8+.Sp#1,DC.8+4-.Sp#1,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF1856_F07,F07,Barbara Maier,Batch21,14749958,13163980,90.3,12304,19326,64.43030975,68.72748465,17.36514199,
DC.8+.Sp#2,DC.8+4-.Sp#2,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B221,none,SSF1857_F07,F07,Barbara Maier,Batch21,14912052,11570508,89.7,12011,22145,61.876608,65.75699594,18.33616407,
DC.8+.Sp#3,DC.8+4-.Sp#3,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B222,none,SSF1857_C12,C12,Barbara Maier,Batch21,6709863,5098480,88.6,10068,18018,46.45214451,46.41765347,21.96852427,
DC.4+.Sp#1,DC.8-4+.Sp#1,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8- CD4+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B223,none,SSF1856_G07,G07,Barbara Maier,Batch21,16724840,12453822,90.5,12602,22105,62.80630346,66.73525951,17.59924504,Single replicate
DC.4+.Sp#2,DC.8-4+.Sp#2,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8- CD4+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B224,none,SSF1857_G07,G07,Barbara Maier,Batch21,15242567,10649598,90.1,12238,23461,61.6786622,65.64549326,18.29768223,Replicate Analysis
DC.4+.Sp#3,DC.8-4+.Sp#3,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8- CD4+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B225,none,SSF1857_D12,D12,Barbara Maier,Batch21,6654481,2716988,88.3,9140,16612,43.12147122,43.13742248,21.02285601,TIN Median <45
DC.mig.103+.LuLN#1,DC.mig.103+.LuLN#1,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,none,Merad,none,none,none,000008555669_D06,D06,Barbara Maier,Batch43,8376149,5285195,63.1,10605,22156,49.29859268,50.3026926,20.57160919,
DC.mig.103+.LuLN#2,DC.mig.103+.LuLN#2,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,none,Merad,none,none,none,000008555669_E06,E06,Barbara Maier,Batch43,12917186,7698295,59.6,11137,23369,51.21079664,52.73656218,20.63100109,
DC.mig.103+.LuLN#3,DC.mig.103+.LuLN#3,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,none,Merad,none,none,none,000008555669_F06,F06,Barbara Maier,Batch43,11188574,7008442,62.64,10393,18978,48.58145743,49.43126021,21.3231091,
DC.mig.CD11b+.SLN#1,DC.mig.103-11b+24+EpCAM-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F03,F03,Barbara Maier,Batch22,7678928,4771796,62.14,11508,32801,20.6766407,17.8222416,13.42954072,TIN Median <45
DC.mig.CD11b+.SLN#2,DC.mig.103-11b+24+EpCAM-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G03,G03,Barbara Maier,Batch22,8541170,5302056,62.08,12173,33171,22.00815891,19.661677,13.66234282,TIN Median <45
DC.mig.CD11b+.SLN#3,DC.mig.103-11b+24+EpCAM-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H03,H03,Barbara Maier,Batch22,8438156,5146483,60.99,12149,32751,23.06152038,20.4226534,14.29561867,TIN Median <45
DC.mig.11b+.LuLN#1,DC.mig.11b+.LuLN#1,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,none,Merad,none,none,none,000008555669_G06,G06,Barbara Maier,Batch43,12705821,7610572,59.9,11533,23470,49.43284251,50.28467333,21.00419293,
DC.mig.11b+.LuLN#2,DC.mig.11b+.LuLN#2,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,none,Merad,none,none,none,000008555669_H06,H06,Barbara Maier,Batch43,12240800,7649626,62.49,11644,20747,51.32384345,52.33097229,20.879288,
DC.mig.CD103+.SLN#1,DC.mig.8-103+11b-24+.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C03,C03,Barbara Maier,Batch22,6943919,4293400,61.83,10125,32173,18.45961763,15.19292019,12.91091959,TIN Median <45
DC.mig.CD103+.SLN#2,DC.mig.8-103+11b-24+.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D03,D03,Barbara Maier,Batch22,6638237,3948561,59.48,9157,31461,17.50573267,14.8992573,12.39387849,TIN Median <45
DC.mig.CD103+.SLN#3,DC.mig.8-103+11b-24+.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E03,E03,Barbara Maier,Batch22,5820879,3670047,63.05,9555,31422,19.05755399,16.44194186,12.97541346,TIN Median <45
DC.mig.CD103+.SLN.pIC#1,DC.mig.pIC.103+11b-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G04,G04,Barbara Maier,Batch22,6256514,3753532,59.99,9276,31137,18.98696378,15.77592788,13.56901537,TIN Median <45
DC.mig.CD103+.SLN.pIC#2,DC.mig.pIC.103+11b-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H04,H04,Barbara Maier,Batch22,6581350,3876185,58.9,9580,30867,18.50979036,15.51514071,13.35266306,TIN Median <45
DC.mig.CD103+.SLN.pIC#3,DC.mig.pIC.103+11b-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b- CD103+ CD8- CD24+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A05,A05,Barbara Maier,Batch22,4331845,2594119,59.88,7005,28530,15.62542448,12.04606469,12.62594307,Num_genes>10 reads(<8000)
DC.mig.CD11b+.SLN.pIC#1,DC.mig.pIC.103-11b+EpCAM-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B05,B05,Barbara Maier,Batch22,5689037,3528742,62.03,9072,30557,17.38523582,13.94905767,13.21709757,TIN Median <45
